coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p),count,feature description
0.3308790039237363,1.3921913324282753,0.017523587894759243,0.2965334027700861,0.3652246050773865,1.3451874922353426,1.4408375912473366,0.0,18.8819210946345,1.606356445929448e-79,261.74852743779434,23340,
0.5776248774386866,1.781801404298214,0.018643397684901267,0.5410844894268227,0.6141652654505505,1.717868862960836,1.8481132715142918,0.0,30.98281156693277,9.18788115116634e-211,697.7270958262211,14040,
0.8779527984590084,2.4059691574587774,0.016518969190125538,0.8455762137846355,0.9103293831333813,2.3293196140218604,2.4851409621061014,0.0,53.148158844186106,0.0,inf,16490,
1.047161959526899,2.849552486090607,0.018650258440057427,1.0106081246820224,1.0837157943717757,2.7472711905471443,2.955641728754123,0.0,56.14731629014759,0.0,inf,8900,
1.0911803648106064,2.977786873801048,0.02772171404542648,1.0368468036918523,1.1455139259293605,2.8203099878883884,3.1440567539956286,0.0,39.36193710903056,0.0,inf,2395,
0.010456486162053222,1.0105113462613695,0.03312539514336141,-0.054468095292593166,0.0753810676166996,0.9469887217739411,1.0782949759001708,0.0,0.3156637412715901,0.7522577507796369,0.41070102865113134,50235,
0.6632732413636534,1.941135752807159,0.03230475468266482,0.5999570856562287,0.7265893970710781,1.8220406070357371,2.068015386855926,0.0,20.531752922413464,1.120586687192471e-93,308.7750585662652,52430,
1.4856529684964461,4.417849187510584,0.034263890269579066,1.4184969775978387,1.5528089593950536,4.130906926244363,4.724723115786168,0.0,43.35914447564852,0.0,inf,12025,
2.0277250471628787,7.596784359494241,0.0336198576756583,1.9618313369532259,2.0936187573725316,7.112340237268615,8.11422551219504,0.0,60.313314432351305,0.0,inf,12515,
0.8402825225419669,2.317021495121239,0.02887372393377547,0.7836910635322148,0.8968739815517189,2.1895390966585713,2.4519263515535297,0.0,29.101979518444928,3.3887005358436246e-186,616.1178934995519,61650,
1.4739406715033712,4.366407861847532,0.028933495204089305,1.4172320629564938,1.5306492800502485,4.12568498494259,4.621176286019625,0.0,50.942364934017796,0.0,inf,51925,
-0.2551461266114616,0.774803270312056,0.1963858058459848,-0.6400552331444673,0.12976297992154423,0.5272633008287055,1.1385584901181767,0.0,-1.2992085935760522,0.19387235313193255,2.3668210100773273,110,IVT & MT received after 270 minutes from stroke onset
-0.7788322167098253,0.4589416428752692,0.05899546667427312,-0.8944612066425336,-0.663203226777117,0.4088278130205016,0.515198391246656,0.0,-13.201560401410644,8.593628280492644e-40,129.77385642116226,1845,IVT and MT received before 270 minutes from stroke onset
-0.39063107338675573,0.6766297367151684,0.05027027740539291,-0.48915900659416345,-0.292103140179348,0.6131418256490189,0.7466915181045122,0.0,-7.770617023586377,7.810471595927943e-15,46.86351176245076,1910,"IVT received before 270 minutes from stroke onset, MT received after 270 minutes from stroke onset"
-0.24848027619644933,0.7799852449591594,0.06173553152099199,-0.3694796945440309,-0.12748085784886776,0.6910938169914561,0.8803102667051081,0.0,-4.024915151365602,5.699586199079549e-05,14.098783293792167,1360,"IVT received after 270 minutes from stroke onset, no MT"
-0.2875968068611197,0.7500639519194063,0.014499433726666454,-0.31601517476161134,-0.2591784389606281,0.7290483869482082,0.7716853120325531,0.0,-19.83503716646462,1.4840670242980274e-87,288.438188005938,34815,"IVT received before 270 minutes from stroke onset, no MT"
-0.12963605321964486,0.8784150690876021,0.050252591950000425,-0.22812932357143312,-0.031142782867856586,0.7960213088600047,0.9693371584552387,0.0,-2.5796888914432157,0.009888935972173139,6.659968986150014,1415,"No IVT, MT received after 270 minutes from stroke onset"
-0.4542896040168614,0.634898837365119,0.06726162307256887,-0.5861199627808047,-0.3224592452529181,0.5564822732451504,0.7243654525361697,0.0,-6.754068416201112,1.4375590735790506e-11,36.017587801854624,800,"No IVT, MT received before 270 minutes from stroke onset"
0.20196601666478914,1.223806418380934,0.011477992950122896,0.17946956386774363,0.22446246946183465,1.1965824841704993,1.2516497353783467,0.0,17.595934894055382,2.646520180828093e-69,227.80894189205756,36590,
0.10005229374296569,1.1052287131107168,0.011328663896979336,0.07784852051192702,0.12225606697400436,1.080958903166317,1.1300434315368473,0.0,8.831782340161363,1.0302076988541235e-18,59.751770481341524,57840,
-0.30771010635613294,0.7351283961720505,0.02980349602428291,-0.36612388517711014,-0.24929632753515574,0.6934168918139618,0.7793489965968119,0.0,-10.324631248140179,5.4527919545670715e-25,80.60120726015988,6365,
-0.4109671636103425,0.6630087020553809,0.041775622022568584,-0.4928458782063353,-0.32908844901434975,0.6108854125664237,0.7195793678464433,0.0,-9.837487599546078,7.762507553000725e-23,73.44782341531823,3155,
-0.42845931273421517,0.6515120982608189,0.08826979986989508,-0.6014649414017679,-0.25545368406666247,0.5480082478085969,0.7745650104311368,0.0,-4.853973990716429,1.210116144710597e-06,19.65642304797585,840,
0.056157776328824335,1.0577645607808017,0.056547120127604544,-0.054672542550740555,0.16698809520838923,0.946795132316369,1.181740196853839,0.0,0.9931147015462217,0.32065406027008153,1.6409104195238358,1215,
0.14823730330945561,1.1597880852609639,0.012894372900576514,0.12296479682109637,0.17350980979781486,1.130844610921623,1.1894723551956867,0.0,11.496278605594526,1.3772639467035881e-30,99.19603777435992,28955,
0.012006138448732506,1.0120785014390044,0.017704280619026375,-0.022693613936749683,0.0467058908342147,0.9775619492521246,1.0478137921168627,0.0,0.6781489012227806,0.4976772877175937,1.0067175460176336,26480,"Living in IMD quintile 2 (IMD1 is most deprived, IMD5 is least deprived)"
-0.013672348281755582,0.9864206937549485,0.01742933041355202,-0.04783320816696615,0.020488511603454985,0.9532927752675752,1.0206998419712976,0.0,-0.7844448385191418,0.4327791371432468,1.2082971416224622,28485,"Living in IMD quintile 3 (IMD1 is most deprived, IMD5 is least deprived)"
0.00405274302725462,1.0040609664957256,0.01746352427236721,-0.030175135589726162,0.0382806216442354,0.9702755888798072,1.0390227642480796,0.0,0.2320690236430303,0.8164844036882589,0.2925027668915809,28270,"Living in IMD quintile 4 (IMD1 is most deprived, IMD5 is least deprived)"
-0.02516928818236265,0.9751448175607507,0.01778725147489445,-0.06003166045711273,0.009693084092387429,0.9417347173606231,1.0097402141875738,0.0,-1.415018403370946,0.15706310025510767,2.6705838151584325,27395,"Living in IMD quintile 5 (IMD1 is most deprived, IMD5 is least deprived)"
0.32166329369520086,1.379420238264059,0.04902682210533688,0.2255724880922884,0.41775409929811336,1.2530398612935154,1.5185472166609364,0.0,6.560965607848071,5.346045132651233e-11,34.12273702653591,1140,
0.15782728530870374,1.1709639345670455,0.04011265578922865,0.07920792463756349,0.236446645979844,1.0824293624066552,1.2667399681473253,0.0,3.934600743914959,8.333510887737741e-05,13.55071604688766,1900,
-0.06325640459033975,0.9387027551343998,0.011795237242901983,-0.08637464477553317,-0.04013816440514634,0.9172505237234942,0.9606567014210178,0.0,-5.36287683644562,8.19068567097666e-08,23.54144052912379,44985,
-0.11164293641967468,0.8943635451435119,0.1492100691917773,-0.4040892981662877,0.1808034253269383,0.667584504535039,1.1981796243739622,0.0,-0.7482265575266359,0.45432351466343956,1.1382081172268177,200,
"'coef': coefficients (range from -infinity to +infinity) are the feature's hazard ratio. A negative coefficient indicates that the feature improves survival rate, a positive coefficient indicates that the feature reduces the survival rate.","'exp(coef)': exponential of the coefficient. This transform the coefficients to range from 0 to infinity. -infinity to 0 is now represented in the range 0-1, 0 to +infinity is now represented in the range 1 to infinity",'se(coef)': The standard error of the coefficient. This estimates the variability between coefficient estimates that you would obtain if you took samples from the same population again and again. The calculation assumes that the sample size and the coefficients to estimate would remain the same if you sampled again and again.,'coef lower 95%': a 95% confidence interval for a coefficient (a range of values within which the true population parameter (the coefficient) is likely to fall with 95% certainty),'coef upper 95%': 	a 95% confidence interval for a coefficient (a range of values within which the true population parameter (the coefficient) is likely to fall with 95% certainty),"'exp(coef) lower 95%': a 95% confidence interval for a coefficient (a range of values within which the true population parameter (the coefficient) is likely to fall with 95% certainty, using the transfromed range 0-infinity)","'exp(coef) upper 95%': a 95% confidence interval for a coefficient (a range of values within which the true population parameter (the coefficient) is likely to fall with 95% certainty, using the transfromed range 0-infinity)",'cmp to': the comparison or comparison group against which the hazard ratio is calculated (the baseline individual in this case),"'z': A 'z-score' (also known as a standard score) represents how many standard deviations a data point is away from the mean (average) of a dataset, indicating its position relative to other values within that distribution. Calculated as the coefficient divided by its standard error. A z-score of 0 indicates that the coefficient is not significantly different from 0. A positive z-score indicates that the coefficient is significantly greater than 0. A negative z-score indicates that the coefficient is significantly less than 0.",'p': p-value of the coefficient. A p-value of 0.05 or less indicates that the coefficient is significantly different from 0.,'-log2(p)': -log2(p) is the number of standard deviations away from the mean (average) of a dataset a p-value is. A -log2(p) of 0 indicates that the p-value is not significantly different from 0.,'count': Number of instances with this feature value in the dataset,
